2016-04-30 10,80,2022484408,44.0,2094.0
2016-04-30 11,71,2022484408,26.0,1112.0
2016-04-30 12,76,2022484408,30.0,1372.0
2016-04-30 13,99,2022484408,49.0,2418.0
2016-04-30 14,99,2022484408,42.0,1564.0
2016-04-30 15,99,2022484408,53.0,2742.0
2016-04-30 16,99,2022484408,88.0,3286.0
2016-04-30 17,99,2022484408,32.0,1288.0
2016-04-30 18,99,2022484408,17.0,869.0
2016-04-30 19,99,2022484408,18.0,577.0
2016-04-30 20,99,2022484408,3.0,102.0
2016-04-30 21,99,2022484408,0.0,0.0
2016-04-30 22,99,2022484408,0.0,0.0
2016-04-30 23,99,2022484408,0.0,0.0
2016-05-01 00,99,2022484408,0.0,0.0
2016-05-01 01,58,2022484408,0.0,0.0
2016-05-01 02,62,2022484408,0.0,0.0
2016-05-01 03,70,2022484408,0.0,0.0
2016-05-01 04,65,2022484408,0.0,0.0
2016-05-01 05,75,2022484408,0.0,0.0
2016-05-01 06,76,2022484408,21.0,660.0
2016-05-01 07,81,2022484408,14.0,360.0
2016-05-01 08,64,2022484408,2.0,28.0
2016-05-01 09,61,2022484408,9.0,305.0
2016-05-01 10,96,2022484408,111.0,3757.0
2016-05-01 11,63,2022484408,20.0,716.0
2016-05-01 12,59,2022484408,9.0,132.0
2016-05-01 13,64,2022484408,3.0,61.0
2016-05-01 14,64,2022484408,14.0,314.0
2016-05-01 15,64,2022484408,26.0,882.0
2016-05-01 16,64,2022484408,26.0,555.0
2016-05-01 17,64,2022484408,38.0,1088.0
2016-05-01 18,64,2022484408,36.0,866.0
2016-05-01 19,64,2022484408,47.0,814.0
2016-05-01 20,64,2022484408,0.0,0.0
2016-05-01 21,64,2022484408,0.0,0.0
2016-05-01 22,64,2022484408,0.0,0.0
2016-05-01 23,64,2022484408,0.0,0.0
2016-05-02 00,64,2022484408,0.0,0.0
2016-05-02 01,80,2022484408,0.0,0.0
2016-05-02 02,99,2022484408,0.0,0.0
2016-05-02 03,69,2022484408,0.0,0.0
2016-05-02 04,72,2022484408,0.0,0.0
2016-05-02 05,68,2022484408,0.0,0.0
2016-05-02 06,75,2022484408,0.0,0.0
2016-05-02 07,70,2022484408,19.0,590.0
2016-05-02 08,68,2022484408,18.0,385.0
2016-05-02 09,84,2022484408,41.0,1116.0
2016-05-02 10,85,2022484408,35.0,737.0
2016-05-02 11,64,2022484408,6.0,153.0
2016-05-02 12,76,2022484408,33.0,805.0
2016-05-02 13,73,2022484408,27.0,610.0
2016-05-02 14,73,2022484408,126.0,4178.0
2016-05-02 15,73,2022484408,15.0,255.0
2016-05-02 16,73,2022484408,31.0,864.0
2016-05-02 17,73,2022484408,18.0,182.0
2016-05-02 18,73,2022484408,21.0,271.0
2016-05-02 19,73,2022484408,11.0,233.0
2016-05-02 20,73,2022484408,0.0,0.0
2016-05-02 21,73,2022484408,0.0,0.0
2016-05-02 22,73,2022484408,0.0,0.0
2016-05-02 23,73,2022484408,0.0,0.0
2016-05-03 00,73,2022484408,0.0,0.0
2016-05-03 01,74,2022484408,0.0,0.0
2016-05-03 02,93,2022484408,0.0,0.0
2016-05-03 03,79,2022484408,0.0,0.0
2016-05-03 04,98,2022484408,0.0,0.0
2016-05-03 05,74,2022484408,0.0,0.0
2016-05-03 06,74,2022484408,0.0,0.0
2016-05-03 07,77,2022484408,8.0,218.0
2016-05-03 08,73,2022484408,24.0,442.0
2016-05-03 09,65,2022484408,17.0,412.0
2016-05-03 10,113,2022484408,134.0,2451.0
2016-05-03 11,79,2022484408,31.0,526.0
2016-05-03 12,76,2022484408,13.0,287.0
2016-05-03 13,96,2022484408,15.0,337.0
2016-05-03 14,96,2022484408,69.0,2179.0
2016-05-03 15,96,2022484408,22.0,495.0
2016-05-03 16,96,2022484408,92.0,3398.0
2016-05-03 17,96,2022484408,28.0,557.0
2016-05-03 18,96,2022484408,9.0,105.0
2016-05-03 19,96,2022484408,9.0,211.0
2016-05-03 20,96,2022484408,18.0,497.0
2016-05-03 21,96,2022484408,5.0,68.0
2016-05-03 22,96,2022484408,0.0,0.0
2016-05-03 23,96,2022484408,0.0,0.0
2016-05-04 00,96,2022484408,0.0,0.0
2016-05-04 01,79,2022484408,0.0,0.0
2016-05-04 02,99,2022484408,0.0,0.0
2016-05-04 03,74,2022484408,0.0,0.0
2016-05-04 04,78,2022484408,0.0,0.0
2016-05-04 05,76,2022484408,0.0,0.0
2016-05-04 06,71,2022484408,6.0,112.0
2016-05-04 07,76,2022484408,29.0,719.0
2016-05-04 08,72,2022484408,15.0,385.0
2016-05-04 09,95,2022484408,63.0,1634.0
2016-05-04 10,97,2022484408,60.0,944.0
2016-05-04 11,80,2022484408,23.0,602.0
2016-05-04 12,79,2022484408,16.0,499.0
2016-05-04 13,80,2022484408,16.0,683.0
2016-05-04 14,80,2022484408,118.0,3647.0
2016-05-04 15,80,2022484408,7.0,175.0
2016-05-04 16,80,2022484408,26.0,701.0
2016-05-04 17,80,2022484408,10.0,214.0
2016-05-04 18,80,2022484408,19.0,698.0
2016-05-04 19,80,2022484408,18.0,630.0
2016-05-04 20,80,2022484408,8.0,125.0
2016-05-04 21,80,2022484408,0.0,0.0
2016-05-04 22,80,2022484408,0.0,0.0
2016-05-04 23,80,2022484408,0.0,0.0
2016-05-05 00,80,2022484408,0.0,0.0
2016-05-05 01,65,2022484408,0.0,0.0
2016-05-05 02,83,2022484408,0.0,0.0
2016-05-05 03,85,2022484408,0.0,0.0
2016-05-05 04,75,2022484408,0.0,0.0
2016-05-05 05,76,2022484408,0.0,0.0
2016-05-05 06,75,2022484408,0.0,0.0
2016-05-05 07,70,2022484408,0.0,0.0
2016-05-05 08,77,2022484408,15.0,309.0
2016-05-05 09,86,2022484408,68.0,2327.0
2016-05-05 10,107,2022484408,100.0,1305.0
2016-05-05 11,79,2022484408,28.0,666.0
2016-05-05 12,73,2022484408,12.0,255.0
2016-05-05 13,65,2022484408,7.0,190.0
2016-05-05 14,65,2022484408,54.0,1723.0
